nom_Person	categorie	nb_Production	aver_Note	sum_numVotes
William Sadler	actor	99	8.6	3560720
Karen Allen	actress	64	7.5	3560065
Kristin Scott Thomas	actress	135	6.9	3553196
Rutger Hauer	actor	195	7.5	3521906
Talia Shire	actress	57	7.3	3518305
Talia Shire	director	57	7.3	3518305
Logan Marshall-Green	actor	43	6.9	3515908
Logan Marshall-Green	director	43	6.9	3515908
Elizabeth Debicki	actress	23	7.5	3513321
Lauren Cohan	actress	17	7.8	3511041
Edward Burns	actor	62	8.0	3509071
Edward Burns	director	62	8.0	3509071
Tom Skerritt	actor	134	7.8	3501927
Matt Smith	actor	78	7.8	3500516
Matt Smith	director	78	7.8	3500516
Mark Boone Junior	actor	64	8.4	3500253
Cuba Gooding Jr.	actor	103	7.0	3497891
Catherine O'Hara	actress	71	7.1	3495772
Kodi Smit-McPhee	actor	39	7.2	3492216
Peter Stormare	actor	110	7.1	3488338
Melissa McCarthy	actress	48	6.5	3484330
Nathan Fillion	actor	48	7.7	3478765
Graham Greene	actor	128	7.5	3474766
Alexander Gould	actor	8	8.2	3474726
Mark Rylance	actor	31	7.6	3469232
Taraji P. Henson	actress	68	7.0	3465004
Taraji P. Henson	director	68	7.0	3465004
Andie MacDowell	actress	99	7.3	3461726
Albert Finney	actor	91	7.5	3455759
Michael Stuhlbarg	actor	35	7.7	3452993
Omar Sy	actor	65	8.1	3447445
Jonathan Aris	actor	29	8.9	3430604
John Cleese	actor	85	7.8	3428228
Evan Rachel Wood	actress	61	7.7	3424677
Jake Johnson	actor	51	7.6	3420276
Elisabeth Shue	actress	80	6.5	3419955
Craig Ferguson	actor	39	8.0	3414685
Lucy Liu	actress	72	6.7	3411004
Lucy Liu	director	72	6.7	3411004
Matthew Perry	actor	39	7.8	3406283
Julie Benz	actress	70	8.0	3399810
Idina Menzel	actress	17	7.2	3398969
Miranda Richardson	actress	124	7.1	3388063
Woody Allen	actor	133	7.1	3378952
Woody Allen	director	133	7.1	3378952
Audrey Tautou	actress	71	7.5	3376751
David Strathairn	actor	111	7.0	3369047
Samantha Morton	actress	67	7.2	3366163
Samantha Morton	director	67	7.2	3366163
Ben Burtt	director	10	8.4	3354966
Ben Burtt	actor	10	8.4	3354966
Mary Elizabeth Mastrantonio	actress	48	7.7	3345161
Song Kang-ho	actor	68	8.0	3341451
David Thewlis	actor	96	6.7	3338872
James Badge Dale	actor	55	6.9	3328229
Marion Cotillard	actress	108	6.8	3327648
Geena Davis	actress	55	6.9	3324993
Hayley Atwell	actress	29	7.0	3318644
Edward James Olmos	actor	104	8.0	3315291
Edward James Olmos	director	104	8.0	3315291
Garrett Hedlund	actor	44	6.8	3313541
John Ratzenberger	actor	53	8.3	3304498
Dominic Cooper	actor	47	6.5	3301513
Cary Grant	actor	168	7.8	3297184
Robert Carlyle	actor	78	7.0	3291376
Matt Dillon	actor	113	6.7	3275306
Matt Dillon	director	113	6.7	3275306
Saurabh Shukla	actor	89	7.7	3270133
Saurabh Shukla	director	89	7.7	3270133
Beverly D'Angelo	actress	93	8.0	3254043
Charlie Day	actor	22	6.9	3247475
Billy Connolly	actor	65	6.9	3246640
Maya Rudolph	actress	73	6.5	3245695
Malcolm McDowell	actor	248	7.3	3241629
Robert Knepper	actor	79	7.2	3239318
Alexandra Maria Lara	actress	87	7.7	3236519
Noah Emmerich	actor	36	7.9	3233541
Ryan Phillippe	actor	81	6.7	3232947
Zachary Levi	actor	53	7.3	3223452
Selma Blair	actress	83	6.6	3220787
Florence Pugh	actress	29	6.9	3220580
Amy Ryan	actress	41	7.3	3219932
Kaya Scodelario	actress	32	6.5	3219595
Jennifer Morrison	actress	43	8.1	3206395
Luke Evans	actor	57	6.6	3200304
Anton Yelchin	actor	68	6.7	3196903
Chris Sarandon	actor	86	7.6	3179757
Stephen Tobolowsky	actor	92	7.6	3176262
Stephen Tobolowsky	director	92	7.6	3176262
Jennifer Carpenter	actress	39	8.1	3166497
Paul Bettany	actor	50	6.6	3164700
Paul Bettany	director	50	6.6	3164700
Ron Livingston	actor	68	7.2	3164657
Ziyi Zhang	actress	70	7.3	3156915
James Remar	actor	114	7.8	3150809
Don Rickles	actor	18	8.3	3147337
Kyle MacLachlan	actor	90	7.4	3146811
Adam Baldwin	actor	124	8.3	3139929
Henry Fonda	actor	211	8.3	3138765
Jason Schwartzman	actor	47	7.4	3138064
Carmen Ejogo	actress	41	7.9	3133714
Daniel Stern	actor	76	7.1	3124950
Daniel Stern	director	76	7.1	3124950
Macaulay Culkin	actor	37	7.0	3123660
Brittany Murphy	actress	82	6.7	3121455
Mads Mikkelsen	actor	79	7.5	3118694
Hank Azaria	actor	61	6.6	3114782
Kelsey Grammer	actor	119	7.4	3114089
Kelsey Grammer	director	119	7.4	3114089
Maurice LaMarche	actor	199	8.5	3097631
Richard Dreyfuss	actor	129	7.2	3097513
Richard Dreyfuss	director	129	7.2	3097513
Tony Shalhoub	actor	66	6.9	3090294
Tony Shalhoub	director	66	6.9	3090294
Sally Hawkins	actress	53	7.3	3088608
François Cluzet	actor	140	8.3	3087227
Mindy Kaling	actress	24	7.6	3086431
Seth MacFarlane	actor	25	7.3	3085441
John Heard	actor	141	6.9	3081891
Jack Lemmon	actor	126	7.8	3073476
Jack Lemmon	director	126	7.8	3073476
James Gandolfini	actor	55	7.3	3067556
Jason Isaacs	actor	93	6.8	3066799
Tom Berenger	actor	162	7.4	3065030
Hugh Laurie	actor	102	7.3	3055724
Taika Waititi	actor	32	7.4	3050746
Taika Waititi	director	32	7.4	3050746
James Garner	actor	153	7.6	3047672
Billy Zane	actor	185	7.4	3044610
Christian Serratos	actress	10	8.1	3039283
Olivia Cooke	actress	38	7.2	3034509
Vinnie Jones	actor	118	7.3	3034020
Keri Russell	actress	54	7.2	3030037
Andrew Lincoln	actor	32	8.1	3024380
Freddie Highmore	actor	59	6.8	3022278
Anjelica Huston	actress	79	6.8	3021268
Anjelica Huston	director	79	6.8	3021268
Clancy Brown	actor	172	7.1	3019859
Bob Hoskins	actor	131	6.7	3012673
Bob Hoskins	director	131	6.7	3012673
Selena Gomez	actress	56	6.5	3006172
Lizzy Caplan	actress	41	6.8	3006023
Christopher Eccleston	actor	77	7.5	3005539
Matthew Fox	actor	30	7.5	3004429
Mandy Moore	actress	57	7.3	2998538
Emma Roberts	actress	71	6.6	2996690
Josh McDermitt	actor	19	8.1	2995663
Ross Marquand	actor	14	8.1	2991410
Elden Henson	actor	19	8.0	2986719
Tom Wilson	actor	46	7.6	2986014
Tom Wilson	director	46	7.6	2986014
Mireille Enos	actress	23	7.1	2982288
Adam Brody	actor	65	6.5	2979060
Toby Kebbell	actor	44	7.8	2975261
Suzanne Pleshette	actress	91	8.3	2973771
Ezra Miller	actor	31	6.7	2963579
Patrick Swayze	actor	77	6.9	2961865
Daveigh Chase	actress	25	8.2	2961542
Bob Gunton	actor	56	9.0	2960863
Jared Harris	actor	57	7.0	2946835
Charles Chaplin	actor	37	8.4	2936558
Charles Chaplin	director	37	8.4	2936558
Kris Kristofferson	actor	154	6.6	2935878
Stephen Graham	actor	60	8.0	2928511
Sean Young	actress	143	7.8	2921399
Lili Taylor	actress	99	7.0	2920411
Mary-Louise Parker	actress	65	6.9	2916336
BD Wong	actor	30	8.0	2903164
Miyu Irino	actor	104	8.5	2900907
Ty Simpkins	actor	14	6.9	2893678
Janet Leigh	actress	103	8.2	2888061
Emilia Fox	actress	52	8.3	2887882
John Candy	actor	69	7.0	2880532
John Candy	director	69	7.0	2880532
Robert Shaw	actor	72	7.9	2873303
Thomas Brodie-Sangster	actor	46	6.6	2867467
Claude Rains	actor	133	8.2	2855039
Amanda Abbington	actress	32	9.1	2846981
Thomas Mitchell	actor	127	8.3	2844441
Leland Orser	actor	30	7.2	2838790
Faye Dunaway	actress	136	7.4	2836178
Colm Feore	actor	129	7.3	2834723
Michael Kenneth Williams	actor	42	8.0	2834376
Louise Brealey	actress	16	9.1	2832469
Reginald VelJohnson	actor	35	7.7	2830704
Bokeem Woodbine	actor	68	7.3	2827703
Brad Garrett	actor	90	7.7	2818410
Jaden Smith	actor	20	6.5	2815360
Kevin McKidd	actor	35	7.4	2814663
Taye Diggs	actor	75	6.9	2811600
Ingrid Bergman	actress	100	8.1	2807027
Tim Blake Nelson	director	87	7.2	2805798
Tim Blake Nelson	actor	87	7.2	2805798
Una Stubbs	actress	35	9.1	2800628
Travis Fimmel	actor	46	7.8	2793894
John David Washington	actor	24	7.2	2792410
Roberto Benigni	actor	55	8.1	2790790
Roberto Benigni	director	55	8.1	2790790
Stephen Lang	actor	125	6.7	2790093
Sam Claflin	actor	43	6.5	2788048
Jack Reynor	actor	33	6.6	2776116
Grey Griffin	actress	304	8.2	2775220
Lee J. Cobb	actor	136	8.5	2774793
Tony Goldwyn	actor	78	6.8	2772999
Tony Goldwyn	director	78	6.8	2772999
Dan Stevens	actor	69	6.8	2771067
Ke Huy Quan	actor	18	7.9	2770945
Monica Bellucci	actress	108	6.7	2767567
Common	actor	42	7.0	2764637
Patricia Arquette	actress	72	7.3	2762706
Queen Latifah	actress	76	6.8	2761744
Ben Whishaw	actor	49	7.1	2757908
Jack Davenport	actor	62	7.3	2755939
Patricia Clarkson	actress	100	6.7	2734486
Russell Brand	actor	23	7.0	2724980
Bonnie Bedelia	actress	93	7.7	2723483
Alyson Hannigan	actress	36	7.5	2721994
Ben Barnes	actor	36	7.0	2719634
Timothée Chalamet	actor	19	7.8	2719015
Amitabh Bachchan	actor	445	6.9	2712000
Frank Finlay	actor	72	8.3	2710650
Anupam Kher	actor	388	7.4	2708767
Anupam Kher	director	388	7.4	2708767
Desmond Harrington	actor	25	8.2	2699215
Roy Scheider	actor	119	7.5	2686882
Alan Alda	actor	81	7.0	2683279
Bruce Campbell	actor	98	7.2	2682613
Vera Miles	actress	114	8.3	2676518
Kari Wahlgren	actress	217	8.6	2675056
Eric Idle	actor	53	7.7	2674466
Ricky Gervais	actor	35	6.9	2669364
Ricky Gervais	director	35	6.9	2669364
Graham McTavish	actor	46	7.9	2668731
Andy Garcia	actor	130	6.7	2667031
Julie Delpy	actress	69	7.6	2665522
Cole Hauser	actor	60	6.6	2661855
Bradley Whitford	actor	74	7.4	2660114
Rainn Wilson	actor	61	6.8	2657032
John Hannah	actor	87	6.7	2656403
Mandy Patinkin	actor	49	8.0	2654612
Linda Fiorentino	actress	51	7.2	2649794
Ellen Burstyn	actress	135	7.3	2645926
George MacKay	actor	43	7.9	2642444
Alison Brie	actress	53	7.2	2642216
Derek Jacobi	actor	129	7.8	2639415
Shelley Duvall	actress	40	8.0	2638965
Aidan Quinn	actor	126	7.0	2635430
Pete Postlethwaite	actor	67	6.8	2634301
Colm Meaney	actor	90	7.2	2625061
Ming-Na Wen	actress	42	7.1	2625013
Daniel Mays	actor	55	7.9	2624839
John Cena	actor	49	6.9	2621917
William Shatner	actor	151	6.9	2617730
William Shatner	director	151	6.9	2617730
Eiza González	actress	31	7.0	2616394
Roger Moore	actor	129	6.5	2615169
Audrey Fleurot	actress	42	8.5	2614871
David Wenham	actor	68	7.2	2610379
David Wenham	director	68	7.2	2610379
Gina Torres	actress	36	8.3	2606382
Sanjay Dutt	actor	351	6.5	2602599
Anne Le Ny	actress	24	8.5	2600643
Anne Le Ny	director	24	8.5	2600643
Bruno Ganz	actor	143	7.7	2589307
Martin Balsam	actor	141	8.3	2588918
Rowan Atkinson	actor	64	6.8	2588630
Salli Richardson-Whitfield	actress	45	7.2	2579915
Gena Rowlands	actress	85	7.3	2569604
Ed O'Neill	actor	45	7.8	2564406
Paddy Considine	actor	68	7.6	2563446
Paddy Considine	director	68	7.6	2563446
Nick Offerman	actor	51	7.3	2559516
Dominic Purcell	actor	55	7.6	2558043
Frederic Forrest	actor	86	8.2	2554656
Elliott Gould	actor	149	8.5	2550364
Karen Gillan	actress	44	6.7	2543584
Jacki Weaver	actress	65	7.5	2543340
Lady Gaga	actress	9	7.6	2540526
Lily James	actress	37	6.9	2538306
Patrick Warburton	actor	80	7.3	2524216
David Tennant	actor	108	7.9	2522877
David Tennant	director	108	7.9	2522877
Jacob Tremblay	actor	37	7.2	2521189
Dafne Keen	actress	9	8.1	2519768
Milo Ventimiglia	actor	67	7.2	2519691
Anthony Edwards	actor	77	7.4	2510569
Anthony Edwards	director	77	7.4	2510569
Zach Grenier	actor	20	8.5	2503408
James Spader	actor	87	7.1	2501147
Cobie Smulders	actress	33	7.4	2499796
Anthony Perkins	actor	108	8.1	2497558
Anthony Perkins	director	108	8.1	2497558
Kyle Gallner	actor	56	6.7	2495552
Sean Astin	actor	146	7.0	2493809
Gemma Chan	actress	27	6.7	2490961
Jonathan Pryce	actor	123	7.2	2490159
Wendell Pierce	actor	53	8.6	2486252
Jackie Earle Haley	actor	48	7.2	2479010
Jackie Earle Haley	director	48	7.2	2479010
Deborah Kara Unger	actress	66	7.1	2475912
Alexander Ludwig	actor	33	7.7	2472301
Jae Head	actor	8	6.9	2465986
Bruce Dern	actor	204	6.9	2465245
Fionn Whitehead	actor	20	7.6	2461056
Ray Stevenson	actor	40	6.9	2455158
Scatman Crothers	actor	63	8.2	2454794
Sandra Oh	actress	55	7.5	2451995
Jordi Mollà	actor	82	6.5	2448176
Jordi Mollà	director	82	6.5	2448176
Henry Czerny	actor	82	7.1	2447349
Toshirô Mifune	actor	243	8.2	2445225
Sophie Okonedo	actress	60	6.7	2443989
Matthew Macfadyen	actor	48	7.0	2437101
Jake Lloyd	actor	11	6.5	2435206
Corey Stoll	actor	29	7.2	2430666
Rachel House	actress	22	7.8	2429968
Charles Dance	actor	109	6.6	2426595
Charles Dance	director	109	6.6	2426595
Peter Coyote	actor	235	7.3	2423656
Peter Coyote	director	235	7.3	2423656
Holmes Osborne	actor	14	8.0	2418465
Mekhi Phifer	actor	72	6.9	2415691
William Holden	actor	163	7.8	2415093
Denise Richards	actress	103	6.6	2413595
Denise Richards	director	103	6.6	2413595
Gary Busey	actor	156	6.9	2412375
Tara Strong	actress	290	7.5	2405304
Shirley MacLaine	actress	127	7.0	2405035
Terry Gilliam	actor	56	8.1	2397101
Terry Gilliam	director	56	8.1	2397101
Bridget Fonda	actress	71	6.9	2395997
Chi McBride	actor	57	7.3	2395266
Karin Konoval	actress	23	7.5	2394564
Matt LeBlanc	actor	26	8.3	2394116
Sacha Baron Cohen	actor	26	6.9	2392924
Chris Tucker	actor	17	6.7	2392452
Sarah Silverman	actress	49	7.2	2388495
Allen Leech	actor	22	7.9	2386893
Richard Crenna	actor	176	6.8	2386440
Richard Crenna	director	176	6.8	2386440
Michelle Dockery	actress	30	7.6	2386168
John Wayne	actor	310	7.3	2384631
Ajay Devgn	actor	289	6.7	2383037
Nicoletta Braschi	actress	22	8.4	2382730
Rosemarie DeWitt	actress	38	7.6	2379921
Danielle Panabaker	actress	48	6.6	2379574
Sarah Chalke	actress	65	8.7	2374408
Rebel Wilson	actress	31	6.5	2370657
Suraj Sharma	actor	25	7.6	2370603
Penn Badgley	actor	24	7.2	2367300
Goran Visnjic	actor	58	7.0	2360326
James Rebhorn	actor	28	7.4	2359636
Michael York	actor	144	6.6	2355236
Jennifer Lien	actress	9	8.4	2353393
Jemaine Clement	actor	45	6.9	2351001
Donald Glover	actor	19	7.2	2349224
Georgie Henley	actress	18	6.7	2346027
Nolan North	actor	58	8.8	2345590
Jonathan Rhys Meyers	actor	84	7.0	2343371
Arnold Vosloo	actor	69	6.8	2341989
Kaley Cuoco	actress	59	7.7	2339904
Joely Richardson	actress	76	6.6	2338866
Brittany Snow	actress	61	6.5	2336436
Kathryn Hahn	actress	53	6.7	2335583
Orson Welles	director	176	7.9	2333543
Orson Welles	actor	176	7.9	2333543
David Duchovny	actor	63	7.3	2330784
Millicent Simmonds	actress	9	7.4	2327367
Trey Parker	actor	22	7.6	2326432
Charles Bronson	actor	169	7.5	2324516
Lee Van Cleef	actor	80	8.3	2322221
Lewis Black	actor	24	8.1	2318740
Harold Perrineau	actor	58	7.1	2318153
Skandar Keynes	actor	10	6.7	2318150
Jeanne Tripplehorn	actress	51	6.8	2317370
James Mason	actor	276	7.6	2316740
Rupert Friend	actor	45	7.5	2316497
Rupert Friend	director	45	7.5	2316497
Teri Hatcher	actress	49	7.1	2313254
Julie Walters	actress	87	7.2	2312442
Jack Hawkins	actor	118	8.1	2309880
Steve Coogan	actor	124	6.5	2309753
Kelly Macdonald	actress	61	7.2	2307358
Wentworth Miller	actor	12	7.6	2307009
Chow Yun-Fat	actor	206	6.7	2306213
Lesley Manville	actress	59	7.5	2305578
John Rhys-Davies	actor	181	8.0	2301601
Richard Madden	actor	26	6.7	2300231
Terry Crews	actor	45	6.8	2299163
Maribel Verdú	actress	114	8.0	2296420
Jacob Batalon	actor	14	8.2	2292144
Allison Janney	actress	69	7.0	2291195
Paul Freeman	actor	76	8.0	2290235
Luke Bracey	actor	25	7.4	2288464
Eric Stonestreet	actor	18	7.6	2279990
Charlton Heston	actor	184	7.5	2277144
Ivana Baquero	actress	23	8.0	2276219
Dylan Minnette	actor	23	7.0	2270769
Patrick Dempsey	actor	76	7.0	2264569
Patrick Dempsey	director	76	7.0	2264569
Andre Braugher	actor	71	7.4	2259143
Andre Braugher	director	71	7.4	2259143
Rockmond Dunbar	actor	42	8.2	2257908
Rockmond Dunbar	director	42	8.2	2257908
David Zayas	actor	26	8.6	2256494
Isla Fisher	actress	35	6.8	2256378
Julian Dennison	actor	15	7.6	2253544
Kappei Yamaguchi	actor	260	8.4	2250158
Emilio Estevez	actor	63	6.8	2248589
Emilio Estevez	director	63	6.8	2248589
Ken Leung	actor	27	7.3	2248333
Sissy Spacek	actress	93	7.0	2238009
Ralph Macchio	actor	39	7.3	2232150
John Cho	actor	60	6.8	2230987
Sam Shepard	actor	83	7.0	2230174
Sam Shepard	director	83	7.0	2230174
Henry Thomas	actor	84	7.2	2229742
Terence Stamp	actor	113	6.5	2227908
Gregory Peck	actor	126	7.6	2225883
Meat Loaf	actor	54	8.7	2225022
Paresh Rawal	actor	271	6.9	2222946
Amanda Bynes	actress	30	6.6	2221708
Steve McQueen	actor	76	7.7	2221109
Steve McQueen	director	76	7.7	2221109
Luna Lauren Velez	actress	28	8.7	2217725
Dave Franco	director	30	6.5	2216059
Dave Franco	actor	30	6.5	2216059
Graham Chapman	actor	18	8.1	2214906
Noah Taylor	actor	40	6.9	2213686
Christina Applegate	actress	65	6.5	2211307
Tye Sheridan	actor	34	7.0	2208913
Seth Green	actor	109	7.0	2205772
Seth Green	director	109	7.0	2205772
Adil Hussain	actor	63	7.8	2205661
Patrick Magee	actor	41	8.2	2205182
Patrick Magee	director	41	8.2	2205182
Gugu Mbatha-Raw	actress	46	7.3	2200258
Dan Castellaneta	actor	77	7.8	2198509
John DiMaggio	actor	165	8.0	2197730
Anthony Michael Hall	actor	67	7.5	2196376
Charlie Cox	actor	26	8.2	2195198
Sergi López	actor	100	8.1	2192534
Dick Van Dyke	actor	72	6.8	2190138
C.S. Lee	actor	10	8.7	2187215
Christina Robinson	actress	11	8.7	2187168
Chris Parnell	actor	63	8.8	2183273
Matthew Modine	actor	129	7.6	2181586
Matthew Modine	director	129	7.6	2181586
Allison Williams	actress	19	7.5	2181252
Maggie Gyllenhaal	actress	46	6.6	2174449
Maggie Gyllenhaal	director	46	6.6	2174449
Frances O'Connor	actress	58	7.0	2172421
Frances O'Connor	director	58	7.0	2172421
Timothy Spall	actor	133	7.0	2170347
Joseph Cotten	actor	171	7.9	2168798
Nancy Cartwright	actress	98	7.8	2166704
Wes Bentley	actor	72	7.6	2160782
Aldis Hodge	actor	40	6.8	2154286
Chris Penn	actor	36	8.2	2153517
Gabriel Macht	actor	37	7.0	2150545
Veronica Cartwright	actress	71	8.2	2142145
Chris Elliott	actor	37	8.0	2140286
Beyoncé	actress	27	6.5	2138944
Katheryn Winnick	actress	47	7.9	2138746
James Cromwell	actor	86	7.2	2137970
Lance Reddick	actor	38	8.5	2130548
Mike Vogel	actor	52	6.7	2128548
Mike Vogel	director	52	6.7	2128548
Randy Quaid	actor	118	6.8	2128028
Julie Kavner	actress	28	7.9	2127815
Caleb Landry Jones	actor	37	7.7	2123855
Jason Alexander	actor	83	7.0	2123237
Jason Alexander	director	83	7.0	2123237
Scoot McNairy	actor	48	6.7	2120348
Jeffrey Tambor	actor	102	6.9	2117015
Julie Bowen	actress	35	7.9	2115938
Adam Scott	actor	65	7.3	2114622
Melissa Benoist	actress	13	8.1	2114280
Imogen Poots	actress	66	6.5	2113432
Greg Grunberg	actor	44	7.5	2110817
Bill Sage	actor	63	7.4	2109805
Maggie Q	actress	45	6.6	2108591
Will Patton	actor	98	6.8	2107291
Terry O'Quinn	actor	83	8.0	2106568
Donald Pleasence	actor	205	6.8	2103682
Richard Griffiths	actor	39	7.8	2102058
Anne Bancroft	actress	101	7.5	2099208
Lara Flynn Boyle	actress	67	6.9	2098680
Anna Friel	actress	77	7.0	2097427
Jesse Plemons	actor	31	7.0	2095818
Harold Ramis	actor	36	7.3	2094317
Harold Ramis	director	36	7.3	2094317
Giustino Durano	actor	7	8.6	2091158
Julia Louis-Dreyfus	actress	29	7.4	2090524
Delroy Lindo	actor	74	6.5	2089587
Leslie Nielsen	actor	197	6.5	2085279
Rhona Mitra	actress	47	6.5	2081574
John Gavin	actor	42	8.5	2075619
Nathalie Boltt	actress	17	7.9	2073016
Corey Burton	actor	147	7.4	2066899
Timothy Dalton	actor	88	6.8	2063642
David James	actor	16	7.9	2060598
Johnny Galecki	actor	27	7.8	2059642
Wendy Crewson	actress	112	7.1	2059272
Eli Wallach	actor	107	8.4	2057739
Jodie Comer	actress	23	7.4	2057522
Jason Cope	actor	7	7.9	2056017
Ben Hardy	actor	8	7.5	2054269
Ariadna Gil	actress	65	8.2	2054242
Charlotte Rampling	actress	154	6.7	2048660
Matt Bomer	actor	43	7.2	2048412
Awkwafina	actress	29	7.2	2047981
Robert Sean Leonard	actor	31	8.3	2045393
Martin Short	actor	88	6.7	2041424
Martin Short	director	88	6.7	2041424
Naveen Andrews	actor	50	8.0	2037389
Elisha Cuthbert	actress	53	7.0	2033952
Audrey Hepburn	actress	56	7.6	2032317
Jim Parsons	actor	19	7.9	2028707
Chace Crawford	actor	31	8.2	2028095
Claire Foy	actress	40	7.3	2024436
Blythe Danner	actress	110	6.5	2023855
Matthias Schoenaerts	actor	61	6.8	2020203
Sarah Wayne Callies	actress	21	7.9	2017541
Wagner Moura	actor	52	8.4	2017301
Wagner Moura	director	52	8.4	2017301
William Atherton	actor	61	7.3	2015660
Warren Clarke	actor	53	8.0	2015380
Warren Clarke	director	53	8.0	2015380
Daniella Kertesz	actress	11	7.0	2013458
Jeremy Piven	actor	66	6.8	2011117
Sebastian Koch	actor	90	7.5	2009748
Barry Keoghan	actor	12	7.8	2004116
Cristin Milioti	actress	26	8.0	2004101
Alfie Allen	actor	21	7.3	2003843
Hayden Panettiere	actress	48	7.1	2003600
Dane DeHaan	actor	33	6.6	2001751
Michael McKean	actor	76	8.1	2000670
Bryce Papenbrook	actor	128	8.6	1999629
Shameik Moore	actor	18	8.2	1998487
Grace Kelly	actress	32	8.1	1998381
Corey Feldman	actor	91	7.6	1998362
Chevy Chase	actor	65	6.8	1997071
Saffron Burrows	actress	57	7.0	1996971
Saffron Burrows	director	57	7.0	1996971
Katie Cassidy	actress	40	6.8	1996770
Rashida Jones	actress	46	7.4	1996356
William Moseley	actor	34	6.6	1996262
Jorge Garcia	actor	25	7.9	1996073
Rose McGowan	actress	52	6.7	1994786
Colin Hanks	actor	49	7.8	1991373
Colin Hanks	director	49	7.8	1991373
Jessie T. Usher	actor	25	8.2	1990084
Cybill Shepherd	actress	71	8.0	1985744
Gary Cole	actor	107	6.8	1975923
Larry the Cable Guy	actor	29	6.7	1972629
Jon Favreau	actor	58	6.7	1970814
Jon Favreau	director	58	6.7	1970814
Peter O'Toole	actor	139	7.5	1963714
Anthony Quinn	actor	249	7.7	1958660
Anthony Quinn	director	249	7.7	1958660
Dan Byrd	actor	31	6.7	1958371
Eric Sykes	actor	33	7.7	1958334
Eric Sykes	director	33	7.7	1958334
Frank Welker	actor	591	7.4	1953182
Janet McTeer	actress	54	7.2	1950123
Gustaf Skarsgård	actor	40	8.2	1948660
Allison Tolman	actress	20	8.1	1948643
Dexter Fletcher	actor	71	8.0	1944664
Dexter Fletcher	director	71	8.0	1944664
Alfre Woodard	actress	103	6.7	1943753
Mako	actor	112	8.0	1940664
Mako	actress	112	8.0	1940664
Antony Starr	actor	24	8.6	1939902
Temuera Morrison	actor	51	6.9	1939415
Kim Byeong-Ok	actor	63	8.3	1938993
Sarah Polley	actress	50	7.3	1936808
Sarah Polley	director	50	7.3	1936808
Laurence Olivier	actor	139	7.5	1931919
Laurence Olivier	director	139	7.5	1931919
Kristen Schaal	actress	56	8.2	1929198
Peter Sellers	actor	93	7.8	1927536
